VCE ,leafValue( DP1_IB1 "mcparamset" 1 ) (A),leafValue( DP1_IB1 "mcparamset" 2 ) (A),leafValue( DP1_IB1 "mcparamset" 3 ) (A),leafValue( DP1_IB1 "mcparamset" 4 ) (A),leafValue( DP1_IB1 "mcparamset" 5 ) (A),leafValue( DP1_IB1 "mcparamset" 6 ) (A),leafValue( DP1_IB1 "mcparamset" 7 ) (A),leafValue( DP1_IB1 "mcparamset" 8 ) (A),leafValue( DP1_IB1 "mcparamset" 9 ) (A),leafValue( DP1_IB1 "mcparamset" 10 ) (A),leafValue( DP1_IB1 "mcparamset" 11 ) (A),leafValue( DP1_IB1 "mcparamset" 12 ) (A),leafValue( DP1_IB1 "mcparamset" 13 ) (A),leafValue( DP1_IB1 "mcparamset" 14 ) (A),leafValue( DP1_IB1 "mcparamset" 15 ) (A),leafValue( DP1_IB1 "mcparamset" 16 ) (A),leafValue( DP1_IB1 "mcparamset" 17 ) (A),leafValue( DP1_IB1 "mcparamset" 18 ) (A),leafValue( DP1_IB1 "mcparamset" 19 ) (A),leafValue( DP1_IB1 "mcparamset" 20 ) (A),leafValue( DP1_IB2 "mcparamset" 1 ) (A),leafValue( DP1_IB2 "mcparamset" 2 ) (A),leafValue( DP1_IB2 "mcparamset" 3 ) (A),leafValue( DP1_IB2 "mcparamset" 4 ) (A),leafValue( DP1_IB2 "mcparamset" 5 ) (A),leafValue( DP1_IB2 "mcparamset" 6 ) (A),leafValue( DP1_IB2 "mcparamset" 7 ) (A),leafValue( DP1_IB2 "mcparamset" 8 ) (A),leafValue( DP1_IB2 "mcparamset" 9 ) (A),leafValue( DP1_IB2 "mcparamset" 10 ) (A),leafValue( DP1_IB2 "mcparamset" 11 ) (A),leafValue( DP1_IB2 "mcparamset" 12 ) (A),leafValue( DP1_IB2 "mcparamset" 13 ) (A),leafValue( DP1_IB2 "mcparamset" 14 ) (A),leafValue( DP1_IB2 "mcparamset" 15 ) (A),leafValue( DP1_IB2 "mcparamset" 16 ) (A),leafValue( DP1_IB2 "mcparamset" 17 ) (A),leafValue( DP1_IB2 "mcparamset" 18 ) (A),leafValue( DP1_IB2 "mcparamset" 19 ) (A),leafValue( DP1_IB2 "mcparamset" 20 ) (A),leafValue( DP2_IB1 "mcparamset" 1 ) (A),leafValue( DP2_IB1 "mcparamset" 2 ) (A),leafValue( DP2_IB1 "mcparamset" 3 ) (A),leafValue( DP2_IB1 "mcparamset" 4 ) (A),leafValue( DP2_IB1 "mcparamset" 5 ) (A),leafValue( DP2_IB1 "mcparamset" 6 ) (A),leafValue( DP2_IB1 "mcparamset" 7 ) (A),leafValue( DP2_IB1 "mcparamset" 8 ) (A),leafValue( DP2_IB1 "mcparamset" 9 ) (A),leafValue( DP2_IB1 "mcparamset" 10 ) (A),leafValue( DP2_IB1 "mcparamset" 11 ) (A),leafValue( DP2_IB1 "mcparamset" 12 ) (A),leafValue( DP2_IB1 "mcparamset" 13 ) (A),leafValue( DP2_IB1 "mcparamset" 14 ) (A),leafValue( DP2_IB1 "mcparamset" 15 ) (A),leafValue( DP2_IB1 "mcparamset" 16 ) (A),leafValue( DP2_IB1 "mcparamset" 17 ) (A),leafValue( DP2_IB1 "mcparamset" 18 ) (A),leafValue( DP2_IB1 "mcparamset" 19 ) (A),leafValue( DP2_IB1 "mcparamset" 20 ) (A),leafValue( DP2_IB2 "mcparamset" 1 ) (A),leafValue( DP2_IB2 "mcparamset" 2 ) (A),leafValue( DP2_IB2 "mcparamset" 3 ) (A),leafValue( DP2_IB2 "mcparamset" 4 ) (A),leafValue( DP2_IB2 "mcparamset" 5 ) (A),leafValue( DP2_IB2 "mcparamset" 6 ) (A),leafValue( DP2_IB2 "mcparamset" 7 ) (A),leafValue( DP2_IB2 "mcparamset" 8 ) (A),leafValue( DP2_IB2 "mcparamset" 9 ) (A),leafValue( DP2_IB2 "mcparamset" 10 ) (A),leafValue( DP2_IB2 "mcparamset" 11 ) (A),leafValue( DP2_IB2 "mcparamset" 12 ) (A),leafValue( DP2_IB2 "mcparamset" 13 ) (A),leafValue( DP2_IB2 "mcparamset" 14 ) (A),leafValue( DP2_IB2 "mcparamset" 15 ) (A),leafValue( DP2_IB2 "mcparamset" 16 ) (A),leafValue( DP2_IB2 "mcparamset" 17 ) (A),leafValue( DP2_IB2 "mcparamset" 18 ) (A),leafValue( DP2_IB2 "mcparamset" 19 ) (A),leafValue( DP2_IB2 "mcparamset" 20 ) (A),leafValue( DP3_IB1 "mcparamset" 1 ) (A),leafValue( DP3_IB1 "mcparamset" 2 ) (A),leafValue( DP3_IB1 "mcparamset" 3 ) (A),leafValue( DP3_IB1 "mcparamset" 4 ) (A),leafValue( DP3_IB1 "mcparamset" 5 ) (A),leafValue( DP3_IB1 "mcparamset" 6 ) (A),leafValue( DP3_IB1 "mcparamset" 7 ) (A),leafValue( DP3_IB1 "mcparamset" 8 ) (A),leafValue( DP3_IB1 "mcparamset" 9 ) (A),leafValue( DP3_IB1 "mcparamset" 10 ) (A),leafValue( DP3_IB1 "mcparamset" 11 ) (A),leafValue( DP3_IB1 "mcparamset" 12 ) (A),leafValue( DP3_IB1 "mcparamset" 13 ) (A),leafValue( DP3_IB1 "mcparamset" 14 ) (A),leafValue( DP3_IB1 "mcparamset" 15 ) (A),leafValue( DP3_IB1 "mcparamset" 16 ) (A),leafValue( DP3_IB1 "mcparamset" 17 ) (A),leafValue( DP3_IB1 "mcparamset" 18 ) (A),leafValue( DP3_IB1 "mcparamset" 19 ) (A),leafValue( DP3_IB1 "mcparamset" 20 ) (A),leafValue( DP3_IB2 "mcparamset" 1 ) (A),leafValue( DP3_IB2 "mcparamset" 2 ) (A),leafValue( DP3_IB2 "mcparamset" 3 ) (A),leafValue( DP3_IB2 "mcparamset" 4 ) (A),leafValue( DP3_IB2 "mcparamset" 5 ) (A),leafValue( DP3_IB2 "mcparamset" 6 ) (A),leafValue( DP3_IB2 "mcparamset" 7 ) (A),leafValue( DP3_IB2 "mcparamset" 8 ) (A),leafValue( DP3_IB2 "mcparamset" 9 ) (A),leafValue( DP3_IB2 "mcparamset" 10 ) (A),leafValue( DP3_IB2 "mcparamset" 11 ) (A),leafValue( DP3_IB2 "mcparamset" 12 ) (A),leafValue( DP3_IB2 "mcparamset" 13 ) (A),leafValue( DP3_IB2 "mcparamset" 14 ) (A),leafValue( DP3_IB2 "mcparamset" 15 ) (A),leafValue( DP3_IB2 "mcparamset" 16 ) (A),leafValue( DP3_IB2 "mcparamset" 17 ) (A),leafValue( DP3_IB2 "mcparamset" 18 ) (A),leafValue( DP3_IB2 "mcparamset" 19 ) (A),leafValue( DP3_IB2 "mcparamset" 20 ) (A)
1.1200000,415.24173E-3,436.24350E-3,410.42143E-3,401.66858E-3,443.31598E-3,401.31961E-3,438.32051E-3,384.81470E-3,416.50109E-3,403.42516E-3,451.41449E-3,439.61527E-3,404.52688E-3,466.02714E-3,409.63035E-3,431.71871E-3,439.68399E-3,406.68914E-3,414.77563E-3,373.91430E-3,412.81613E-3,436.76090E-3,411.24531E-3,402.76627E-3,443.73339E-3,400.58573E-3,433.88758E-3,382.71219E-3,416.17259E-3,407.01863E-3,448.42923E-3,444.98652E-3,402.75154E-3,463.03364E-3,408.16794E-3,434.80211E-3,435.79044E-3,404.62199E-3,419.58178E-3,374.17472E-3,408.21380E-3,432.79164E-3,409.77711E-3,399.98146E-3,438.54307E-3,393.33379E-3,435.51080E-3,381.30400E-3,409.76259E-3,402.38667E-3,445.01524E-3,441.02395E-3,403.51827E-3,464.02337E-3,406.42812E-3,428.58597E-3,435.18764E-3,401.48794E-3,413.95520E-3,372.82840E-3,409.16766E-3,432.71302E-3,409.51450E-3,398.20149E-3,439.95936E-3,394.98141E-3,432.17756E-3,381.88448E-3,409.09551E-3,403.09089E-3,446.55224E-3,438.64907E-3,402.98520E-3,463.00534E-3,405.46032E-3,429.35042E-3,431.56499E-3,404.18206E-3,414.80904E-3,371.76543E-3,412.30232E-3,437.52383E-3,410.28091E-3,402.52612E-3,444.33231E-3,400.07047E-3,435.56079E-3,384.40677E-3,414.14515E-3,402.72433E-3,451.49563E-3,443.48574E-3,406.82747E-3,467.61106E-3,406.23721E-3,432.28022E-3,440.07575E-3,406.18531E-3,416.14543E-3,374.42514E-3,409.63712E-3,433.01062E-3,414.44688E-3,402.05081E-3,441.34558E-3,400.28379E-3,436.81255E-3,385.15522E-3,413.11328E-3,405.37714E-3,449.02019E-3,445.68196E-3,405.17895E-3,469.40819E-3,408.41460E-3,431.78226E-3,440.38288E-3,403.70547E-3,416.48071E-3,375.70302E-3
1.1250000,430.99449E-3,452.76712E-3,425.91258E-3,416.72559E-3,460.08516E-3,416.61896E-3,454.88465E-3,399.38382E-3,432.25033E-3,418.67727E-3,468.45257E-3,456.20515E-3,419.90062E-3,483.54691E-3,425.04731E-3,448.07786E-3,456.25400E-3,422.29778E-3,430.36943E-3,388.08692E-3,428.48497E-3,453.28495E-3,426.78338E-3,417.86737E-3,460.50832E-3,415.85424E-3,450.31794E-3,397.21680E-3,431.92698E-3,422.37496E-3,465.35999E-3,461.75551E-3,418.06698E-3,480.44991E-3,423.52937E-3,451.25932E-3,452.22576E-3,420.15790E-3,435.33640E-3,388.36212E-3,423.82145E-3,449.31941E-3,425.33853E-3,415.08457E-3,455.26182E-3,408.44980E-3,452.09326E-3,395.83950E-3,425.40242E-3,417.68186E-3,461.94901E-3,457.78132E-3,418.93995E-3,481.60032E-3,421.83236E-3,444.95321E-3,451.70450E-3,417.01048E-3,429.62525E-3,387.04664E-3,424.81843E-3,449.22663E-3,425.07140E-3,413.25248E-3,456.72500E-3,410.15194E-3,448.65258E-3,396.44825E-3,424.71310E-3,418.41880E-3,463.53855E-3,455.32398E-3,418.40185E-3,480.53232E-3,420.84284E-3,445.74781E-3,447.97248E-3,419.79179E-3,430.51712E-3,385.95881E-3,427.94787E-3,454.08378E-3,425.78417E-3,417.61732E-3,461.12941E-3,415.32451E-3,452.02381E-3,398.96629E-3,429.82930E-3,417.93817E-3,468.52711E-3,460.21067E-3,422.26770E-3,485.18710E-3,421.54246E-3,448.65488E-3,456.66045E-3,421.77584E-3,431.77969E-3,388.61844E-3,425.20068E-3,449.41032E-3,430.09136E-3,417.12429E-3,458.05702E-3,415.53818E-3,453.33085E-3,399.73815E-3,428.76074E-3,420.67890E-3,465.96833E-3,462.46769E-3,420.57948E-3,487.04385E-3,423.77984E-3,448.14211E-3,456.97196E-3,419.21625E-3,432.14309E-3,389.93607E-3
1.1300000,446.85621E-3,469.40411E-3,441.51021E-3,431.88441E-3,476.96817E-3,432.02611E-3,471.56237E-3,414.05428E-3,448.10778E-3,434.03471E-3,485.60620E-3,472.90882E-3,435.38191E-3,501.18290E-3,440.56908E-3,464.55098E-3,472.93562E-3,438.01842E-3,446.06880E-3,402.35928E-3,444.26248E-3,469.92203E-3,442.42839E-3,433.07058E-3,477.39695E-3,431.23033E-3,466.86173E-3,411.82271E-3,447.78988E-3,437.83665E-3,482.40586E-3,478.63886E-3,433.48980E-3,497.98207E-3,438.99531E-3,467.83075E-3,468.77227E-3,435.80544E-3,451.19704E-3,402.64939E-3,439.53989E-3,465.96322E-3,441.00872E-3,430.29207E-3,472.09665E-3,423.67512E-3,468.79183E-3,410.47838E-3,441.15284E-3,433.08452E-3,479.00029E-3,474.65561E-3,434.47140E-3,499.29623E-3,437.34359E-3,461.43696E-3,468.33504E-3,432.64689E-3,445.40343E-3,401.36703E-3,440.58038E-3,465.85608E-3,440.73721E-3,428.40789E-3,473.60688E-3,425.43200E-3,465.24348E-3,411.11568E-3,440.44129E-3,433.85442E-3,480.64271E-3,472.11560E-3,433.92848E-3,498.17783E-3,436.33251E-3,462.26196E-3,464.49358E-3,435.51555E-3,446.33370E-3,400.25443E-3,443.70187E-3,470.75712E-3,441.39426E-3,432.81054E-3,478.04028E-3,430.68616E-3,468.59995E-3,413.62718E-3,445.62166E-3,433.25694E-3,485.67390E-3,477.04993E-3,437.81551E-3,502.87960E-3,436.95222E-3,465.14355E-3,473.35686E-3,437.47828E-3,447.51947E-3,402.91161E-3,440.87257E-3,465.92276E-3,445.84314E-3,432.29976E-3,474.88234E-3,430.89997E-3,469.96264E-3,414.42244E-3,444.51630E-3,436.08586E-3,483.03160E-3,479.36774E-3,436.08777E-3,504.79612E-3,439.24951E-3,464.61589E-3,473.67267E-3,434.83872E-3,447.91144E-3,404.26909E-3
1.1350000,462.82100E-3,486.14825E-3,457.20853E-3,447.13953E-3,493.95869E-3,447.53525E-3,488.34750E-3,428.82065E-3,464.06758E-3,449.49179E-3,502.86900E-3,489.72013E-3,450.96497E-3,518.92853E-3,456.18997E-3,481.13200E-3,489.72269E-3,453.84506E-3,461.86798E-3,416.72608E-3,460.14279E-3,486.66593E-3,458.17454E-3,448.37038E-3,494.39299E-3,446.70821E-3,483.51283E-3,426.52449E-3,463.75543E-3,453.39800E-3,499.56050E-3,495.63035E-3,449.01421E-3,515.62360E-3,454.56006E-3,484.51031E-3,485.42383E-3,451.55864E-3,467.15786E-3,417.03122E-3,455.36310E-3,482.71668E-3,456.78172E-3,445.59826E-3,489.04113E-3,439.00383E-3,485.60017E-3,425.21505E-3,457.00785E-3,448.58882E-3,496.16261E-3,491.64046E-3,450.10666E-3,517.10436E-3,452.95596E-3,478.03095E-3,485.07295E-3,448.39105E-3,461.28379E-3,415.78409E-3,456.44743E-3,482.59500E-3,456.50597E-3,443.66203E-3,490.59853E-3,440.81565E-3,481.94396E-3,425.88115E-3,456.27406E-3,449.39188E-3,497.85822E-3,489.01759E-3,449.55912E-3,515.93516E-3,451.92347E-3,478.88656E-3,481.12200E-3,451.34721E-3,462.25281E-3,414.64681E-3,459.55845E-3,487.53764E-3,457.10537E-3,448.10026E-3,495.05861E-3,446.14964E-3,485.28309E-3,428.38400E-3,461.51638E-3,448.67498E-3,502.92964E-3,493.99733E-3,453.46511E-3,520.68199E-3,452.46083E-3,481.74015E-3,490.15878E-3,453.28664E-3,463.35902E-3,417.29933E-3,456.64692E-3,482.54179E-3,461.69638E-3,447.57170E-3,491.81525E-3,446.36337E-3,486.70176E-3,429.20264E-3,460.37412E-3,451.59233E-3,500.20366E-3,496.37592E-3,451.69802E-3,522.65843E-3,454.81793E-3,481.19750E-3,490.47882E-3,450.56692E-3,463.77996E-3,418.69676E-3
1.1400000,478.88328E-3,502.99373E-3,473.00214E-3,462.48577E-3,511.05082E-3,463.14092E-3,505.23426E-3,443.67779E-3,480.12421E-3,465.04318E-3,520.23500E-3,506.63333E-3,466.64437E-3,536.77767E-3,471.90462E-3,497.81520E-3,506.60939E-3,469.77207E-3,477.76155E-3,431.18236E-3,476.12037E-3,503.51084E-3,474.01637E-3,463.76156E-3,511.49053E-3,462.28244E-3,500.26547E-3,441.31705E-3,479.81811E-3,469.05366E-3,516.81800E-3,512.72418E-3,464.63481E-3,533.36840E-3,470.21830E-3,501.29226E-3,502.17468E-3,467.41190E-3,483.21342E-3,431.50264E-3,471.28542E-3,499.57381E-3,472.65197E-3,460.99783E-3,506.08920E-3,454.43040E-3,502.51233E-3,440.04425E-3,472.96179E-3,464.18928E-3,513.42987E-3,508.72990E-3,465.84016E-3,535.01838E-3,468.66399E-3,494.72931E-3,501.91229E-3,464.23720E-3,477.26077E-3,430.29270E-3,472.41391E-3,499.43742E-3,472.37211E-3,459.00957E-3,507.69390E-3,456.29735E-3,498.74809E-3,440.73941E-3,472.20579E-3,465.02569E-3,515.17897E-3,506.02402E-3,465.28817E-3,533.79801E-3,467.61024E-3,495.61575E-3,497.85183E-3,467.28098E-3,478.26886E-3,429.13082E-3,475.51209E-3,504.41951E-3,472.91208E-3,463.48130E-3,512.17848E-3,461.70951E-3,502.06748E-3,443.23162E-3,477.50796E-3,464.18700E-3,520.28836E-3,511.04707E-3,469.21105E-3,538.58810E-3,468.06295E-3,498.43897E-3,507.06040E-3,469.19531E-3,479.29290E-3,431.77663E-3,472.51823E-3,499.26164E-3,477.64559E-3,462.93494E-3,508.84985E-3,461.92297E-3,503.54244E-3,444.07364E-3,476.32871E-3,467.19297E-3,517.47857E-3,513.48641E-3,467.40479E-3,540.62457E-3,470.47978E-3,497.88124E-3,507.38460E-3,466.39526E-3,479.74322E-3,433.21410E-3
1.1450000,495.03784E-3,519.93508E-3,488.88594E-3,477.91828E-3,528.23899E-3,478.83802E-3,522.21722E-3,458.62093E-3,496.27253E-3,480.68389E-3,537.69858E-3,523.64302E-3,482.41500E-3,554.72453E-3,487.70801E-3,514.59524E-3,523.59026E-3,485.79418E-3,493.74444E-3,445.72343E-3,492.19003E-3,520.45132E-3,489.94877E-3,479.23927E-3,528.68401E-3,477.94791E-3,517.11426E-3,456.19559E-3,495.97272E-3,484.79861E-3,534.17277E-3,529.91490E-3,480.34652E-3,551.21071E-3,485.96502E-3,518.17122E-3,519.01940E-3,483.35996E-3,499.35859E-3,446.05898E-3,487.30154E-3,516.52900E-3,488.61425E-3,476.48575E-3,523.23519E-3,469.94964E-3,519.52273E-3,454.96109E-3,489.00937E-3,479.88076E-3,530.79635E-3,525.91833E-3,481.66666E-3,553.03236E-3,484.46251E-3,511.52653E-3,518.84750E-3,480.17997E-3,493.32911E-3,444.88806E-3,488.47448E-3,516.37774E-3,488.33039E-3,474.44553E-3,524.88730E-3,471.87189E-3,515.65032E-3,455.68553E-3,488.23120E-3,480.75069E-3,532.59923E-3,523.12932E-3,481.11039E-3,551.76047E-3,483.38765E-3,512.44399E-3,514.67752E-3,483.31146E-3,494.37659E-3,443.70166E-3,491.55760E-3,521.39725E-3,488.80927E-3,478.94878E-3,529.39432E-3,477.36068E-3,518.94772E-3,458.16526E-3,493.59125E-3,479.78800E-3,537.74447E-3,528.19370E-3,485.04822E-3,556.59212E-3,483.75361E-3,515.23465E-3,524.05626E-3,485.19899E-3,495.31604E-3,446.33884E-3,488.48134E-3,516.07689E-3,493.68563E-3,478.38462E-3,525.98059E-3,477.57365E-3,520.47926E-3,459.03063E-3,492.37492E-3,482.88279E-3,534.85076E-3,530.69378E-3,483.20297E-3,558.68874E-3,486.23005E-3,514.66175E-3,524.38454E-3,482.31849E-3,495.79611E-3,447.81643E-3
1.1500000,511.27978E-3,536.96716E-3,504.85514E-3,493.43250E-3,545.51797E-3,494.62173E-3,539.29127E-3,473.64555E-3,512.50766E-3,496.40920E-3,555.25448E-3,540.74411E-3,498.27208E-3,572.76368E-3,503.59542E-3,531.46708E-3,540.66017E-3,501.90643E-3,509.81188E-3,460.34494E-3,508.34687E-3,537.48223E-3,505.96693E-3,494.79893E-3,545.96821E-3,493.69984E-3,534.05410E-3,471.15563E-3,512.21440E-3,500.62813E-3,551.61957E-3,547.19738E-3,496.14455E-3,569.14513E-3,501.79551E-3,535.14215E-3,535.95291E-3,499.39788E-3,515.58855E-3,460.69583E-3,503.40647E-3,533.57697E-3,504.66363E-3,492.05734E-3,540.47376E-3,485.55668E-3,536.62614E-3,469.96094E-3,505.14565E-3,495.65844E-3,548.25668E-3,543.20049E-3,497.58124E-3,571.14073E-3,500.34670E-3,528.41745E-3,535.87336E-3,496.21430E-3,509.48392E-3,459.56566E-3,504.62416E-3,533.41070E-3,504.37591E-3,489.96520E-3,542.17337E-3,487.53439E-3,532.64544E-3,470.71489E-3,504.34534E-3,496.56204E-3,550.11362E-3,540.32826E-3,497.02085E-3,569.81700E-3,499.25086E-3,529.36613E-3,531.59387E-3,499.43359E-3,510.57109E-3,458.35481E-3,507.69011E-3,538.46573E-3,504.79216E-3,494.49814E-3,546.70090E-3,493.09835E-3,535.91875E-3,473.18040E-3,509.76138E-3,495.47331E-3,555.29269E-3,545.43211E-3,500.97183E-3,574.68861E-3,499.52809E-3,532.12216E-3,541.14122E-3,501.29276E-3,511.42366E-3,460.98156E-3,504.53139E-3,532.98244E-3,509.81167E-3,493.91617E-3,543.20225E-3,493.31063E-3,537.50712E-3,474.06909E-3,508.50792E-3,498.65708E-3,552.31499E-3,547.99289E-3,499.08776E-3,576.84546E-3,502.06404E-3,531.53401E-3,541.47353E-3,498.33165E-3,511.93383E-3,462.49935E-3
1.1550000,527.60448E-3,554.08513E-3,520.90526E-3,509.02414E-3,562.88285E-3,510.48754E-3,556.45162E-3,488.74741E-3,528.82503E-3,512.21471E-3,572.89772E-3,557.93184E-3,514.21109E-3,590.88999E-3,519.56240E-3,548.42600E-3,557.81429E-3,518.10415E-3,525.95939E-3,475.04275E-3,524.58633E-3,554.59875E-3,522.06634E-3,510.43622E-3,563.33821E-3,509.53371E-3,551.08024E-3,486.19294E-3,528.53858E-3,516.53778E-3,569.15348E-3,564.56680E-3,512.02441E-3,587.16659E-3,517.70536E-3,552.20029E-3,552.97042E-3,515.52101E-3,531.89878E-3,475.40908E-3,519.59554E-3,550.71277E-3,520.79550E-3,507.70816E-3,557.79991E-3,501.24694E-3,553.81764E-3,485.03947E-3,521.36593E-3,511.51779E-3,565.80582E-3,560.57145E-3,513.57930E-3,589.33823E-3,516.31201E-3,545.39721E-3,552.98496E-3,512.33545E-3,525.72058E-3,474.32127E-3,520.85823E-3,550.53136E-3,520.50405E-3,505.56419E-3,559.54709E-3,503.28024E-3,549.72854E-3,485.82312E-3,520.54354E-3,512.45520E-3,567.71708E-3,557.61592E-3,513.01494E-3,587.96237E-3,515.19533E-3,546.37729E-3,548.59599E-3,515.64258E-3,526.84771E-3,473.08603E-3,523.90505E-3,555.62010E-3,520.85623E-3,510.12507E-3,564.09330E-3,508.91801E-3,552.97580E-3,488.27281E-3,526.01380E-3,511.23853E-3,572.92807E-3,562.75748E-3,516.97735E-3,592.87243E-3,515.38200E-3,549.09678E-3,558.31044E-3,517.47194E-3,527.61124E-3,475.70067E-3,520.66383E-3,549.97351E-3,526.01916E-3,509.52529E-3,560.50994E-3,509.12941E-3,554.62122E-3,489.18478E-3,524.72315E-3,514.51142E-3,569.86633E-3,565.37892E-3,515.05464E-3,595.08960E-3,517.97733E-3,548.49329E-3,558.64672E-3,514.43012E-3,528.15187E-3,477.25873E-3
1.1600000,544.00760E-3,571.28445E-3,537.03206E-3,524.68915E-3,580.32899E-3,526.43119E-3,573.69374E-3,503.92252E-3,545.22035E-3,528.09624E-3,590.62365E-3,575.20170E-3,530.22781E-3,609.09866E-3,535.60476E-3,565.46754E-3,575.04808E-3,534.38295E-3,542.18272E-3,489.81299E-3,540.90407E-3,571.79632E-3,538.24272E-3,526.14710E-3,580.78938E-3,525.44527E-3,568.18817E-3,501.30355E-3,544.94092E-3,532.52339E-3,586.76986E-3,582.01862E-3,527.98187E-3,605.27029E-3,533.69038E-3,569.34118E-3,570.06740E-3,531.72499E-3,548.28499E-3,490.19485E-3,535.86434E-3,567.93174E-3,537.00551E-3,523.43408E-3,575.20891E-3,517.01611E-3,571.09259E-3,500.19259E-3,537.66584E-3,527.45454E-3,583.43902E-3,578.02655E-3,529.65650E-3,607.61995E-3,532.35416E-3,562.46124E-3,570.17765E-3,528.53895E-3,542.03473E-3,489.15090E-3,537.17227E-3,567.73506E-3,536.71045E-3,521.23835E-3,577.00373E-3,519.10514E-3,566.89502E-3,501.00613E-3,536.82143E-3,528.42588E-3,585.40486E-3,574.98771E-3,529.08829E-3,606.19166E-3,531.21677E-3,563.47290E-3,565.67926E-3,531.93395E-3,543.20208E-3,487.89134E-3,540.19810E-3,572.85581E-3,536.99724E-3,525.82551E-3,581.56689E-3,524.81543E-3,570.11438E-3,503.43848E-3,542.34420E-3,527.07950E-3,590.64594E-3,580.16529E-3,533.06053E-3,611.13875E-3,531.31116E-3,566.15406E-3,575.55938E-3,533.73215E-3,543.87457E-3,490.49229E-3,536.87434E-3,567.04559E-3,542.30382E-3,525.20794E-3,577.89902E-3,525.02574E-3,571.81707E-3,504.37369E-3,541.01633E-3,530.44163E-3,587.50013E-3,582.84734E-3,531.09937E-3,613.41629E-3,533.96575E-3,565.53513E-3,575.89957E-3,530.60953E-3,544.44597E-3,492.09067E-3
1.1650000,560.48504E-3,588.56081E-3,553.23154E-3,540.42373E-3,597.85202E-3,542.44867E-3,591.01338E-3,519.16711E-3,561.68956E-3,544.04987E-3,608.42784E-3,592.54947E-3,546.31823E-3,627.38513E-3,551.71857E-3,582.58751E-3,592.35724E-3,550.73871E-3,558.47790E-3,504.65200E-3,557.29602E-3,589.07067E-3,554.49208E-3,541.92773E-3,598.31737E-3,541.43054E-3,585.37367E-3,516.48369E-3,561.41737E-3,548.58101E-3,604.46433E-3,599.54856E-3,544.01295E-3,623.45171E-3,549.74666E-3,586.56060E-3,587.23963E-3,548.00570E-3,564.74316E-3,505.04946E-3,552.20871E-3,585.22948E-3,553.28959E-3,539.23117E-3,592.69632E-3,532.86013E-3,588.44664E-3,515.41648E-3,554.04124E-3,543.46469E-3,601.15181E-3,595.56143E-3,545.80873E-3,625.98121E-3,548.46912E-3,579.60525E-3,587.44710E-3,544.82060E-3,558.42228E-3,504.05079E-3,553.56212E-3,585.01743E-3,552.99103E-3,536.98377E-3,594.53883E-3,535.00501E-3,584.14054E-3,516.26009E-3,553.17489E-3,544.47007E-3,603.17247E-3,592.43926E-3,545.23682E-3,624.50025E-3,547.31116E-3,580.64868E-3,582.83935E-3,548.30349E-3,559.63011E-3,502.76698E-3,556.56518E-3,590.16855E-3,553.21118E-3,541.59565E-3,599.11727E-3,540.78661E-3,587.33026E-3,518.67366E-3,558.74853E-3,542.99232E-3,608.44190E-3,597.65126E-3,549.21738E-3,629.48301E-3,547.31166E-3,583.28980E-3,592.88374E-3,550.06927E-3,560.20964E-3,505.35275E-3,553.15889E-3,584.19441E-3,558.66161E-3,540.96030E-3,595.36514E-3,540.99563E-3,589.09040E-3,519.63207E-3,557.38342E-3,546.44380E-3,605.21202E-3,600.39388E-3,547.21794E-3,631.82097E-3,550.02536E-3,582.65534E-3,593.22779E-3,546.86577E-3,560.81213E-3,506.99152E-3
1.1700000,577.03293E-3,605.91017E-3,569.49995E-3,556.22428E-3,615.44782E-3,558.53619E-3,608.40652E-3,534.47765E-3,578.22882E-3,560.07190E-3,626.30616E-3,609.97114E-3,562.47858E-3,645.74512E-3,567.90009E-3,599.78196E-3,609.73773E-3,567.16753E-3,574.84117E-3,519.55635E-3,573.75833E-3,606.41776E-3,570.81062E-3,557.77451E-3,615.91805E-3,557.48573E-3,602.63272E-3,531.72984E-3,577.96410E-3,564.70694E-3,622.23277E-3,617.15260E-3,560.11389E-3,641.70660E-3,565.87048E-3,603.85459E-3,604.48307E-3,564.35925E-3,581.26951E-3,519.96948E-3,568.62474E-3,602.60186E-3,569.64386E-3,555.09575E-3,610.25795E-3,548.77519E-3,605.87567E-3,530.70750E-3,570.48824E-3,559.54444E-3,618.93998E-3,613.17196E-3,562.03216E-3,644.41764E-3,564.65309E-3,596.82520E-3,604.78920E-3,561.17644E-3,574.87937E-3,519.01743E-3,570.02385E-3,602.37433E-3,569.34194E-3,552.79678E-3,612.14820E-3,550.97603E-3,601.46101E-3,531.58135E-3,569.60003E-3,560.58395E-3,621.01569E-3,609.96649E-3,561.45666E-3,642.88376E-3,563.47470E-3,597.90055E-3,600.07217E-3,564.74720E-3,576.12792E-3,517.70942E-3,573.00248E-3,607.55429E-3,569.49427E-3,557.43189E-3,616.74035E-3,556.82777E-3,604.61945E-3,533.97480E-3,575.22298E-3,558.97332E-3,626.31180E-3,615.21137E-3,565.44411E-3,647.90090E-3,563.37981E-3,600.50005E-3,610.27947E-3,566.47940E-3,576.61268E-3,520.27861E-3,569.51363E-3,601.41597E-3,575.08872E-3,556.77878E-3,612.90420E-3,557.03530E-3,606.43721E-3,534.95636E-3,573.82060E-3,562.51421E-3,622.99788E-3,618.01450E-3,563.40657E-3,650.29932E-3,566.15248E-3,599.84997E-3,610.62733E-3,563.19494E-3,577.24656E-3,521.95781E-3
