VCE ,leafValue( B1_DP1 "mcparamset" 1 ),leafValue( B1_DP1 "mcparamset" 2 ),leafValue( B1_DP1 "mcparamset" 3 ),leafValue( B1_DP1 "mcparamset" 4 ),leafValue( B1_DP1 "mcparamset" 5 ),leafValue( B1_DP1 "mcparamset" 6 ),leafValue( B1_DP1 "mcparamset" 7 ),leafValue( B1_DP1 "mcparamset" 8 ),leafValue( B1_DP1 "mcparamset" 9 ),leafValue( B1_DP1 "mcparamset" 10 ),leafValue( B1_DP1 "mcparamset" 11 ),leafValue( B1_DP1 "mcparamset" 12 ),leafValue( B1_DP1 "mcparamset" 13 ),leafValue( B1_DP1 "mcparamset" 14 ),leafValue( B1_DP1 "mcparamset" 15 ),leafValue( B1_DP1 "mcparamset" 16 ),leafValue( B1_DP1 "mcparamset" 17 ),leafValue( B1_DP1 "mcparamset" 18 ),leafValue( B1_DP1 "mcparamset" 19 ),leafValue( B1_DP1 "mcparamset" 20 ),leafValue( B2_DP1 "mcparamset" 1 ),leafValue( B2_DP1 "mcparamset" 2 ),leafValue( B2_DP1 "mcparamset" 3 ),leafValue( B2_DP1 "mcparamset" 4 ),leafValue( B2_DP1 "mcparamset" 5 ),leafValue( B2_DP1 "mcparamset" 6 ),leafValue( B2_DP1 "mcparamset" 7 ),leafValue( B2_DP1 "mcparamset" 8 ),leafValue( B2_DP1 "mcparamset" 9 ),leafValue( B2_DP1 "mcparamset" 10 ),leafValue( B2_DP1 "mcparamset" 11 ),leafValue( B2_DP1 "mcparamset" 12 ),leafValue( B2_DP1 "mcparamset" 13 ),leafValue( B2_DP1 "mcparamset" 14 ),leafValue( B2_DP1 "mcparamset" 15 ),leafValue( B2_DP1 "mcparamset" 16 ),leafValue( B2_DP1 "mcparamset" 17 ),leafValue( B2_DP1 "mcparamset" 18 ),leafValue( B2_DP1 "mcparamset" 19 ),leafValue( B2_DP1 "mcparamset" 20 ),leafValue( B1_DP2 "mcparamset" 1 ),leafValue( B1_DP2 "mcparamset" 2 ),leafValue( B1_DP2 "mcparamset" 3 ),leafValue( B1_DP2 "mcparamset" 4 ),leafValue( B1_DP2 "mcparamset" 5 ),leafValue( B1_DP2 "mcparamset" 6 ),leafValue( B1_DP2 "mcparamset" 7 ),leafValue( B1_DP2 "mcparamset" 8 ),leafValue( B1_DP2 "mcparamset" 9 ),leafValue( B1_DP2 "mcparamset" 10 ),leafValue( B1_DP2 "mcparamset" 11 ),leafValue( B1_DP2 "mcparamset" 12 ),leafValue( B1_DP2 "mcparamset" 13 ),leafValue( B1_DP2 "mcparamset" 14 ),leafValue( B1_DP2 "mcparamset" 15 ),leafValue( B1_DP2 "mcparamset" 16 ),leafValue( B1_DP2 "mcparamset" 17 ),leafValue( B1_DP2 "mcparamset" 18 ),leafValue( B1_DP2 "mcparamset" 19 ),leafValue( B1_DP2 "mcparamset" 20 ),leafValue( B2_DP2 "mcparamset" 1 ),leafValue( B2_DP2 "mcparamset" 2 ),leafValue( B2_DP2 "mcparamset" 3 ),leafValue( B2_DP2 "mcparamset" 4 ),leafValue( B2_DP2 "mcparamset" 5 ),leafValue( B2_DP2 "mcparamset" 6 ),leafValue( B2_DP2 "mcparamset" 7 ),leafValue( B2_DP2 "mcparamset" 8 ),leafValue( B2_DP2 "mcparamset" 9 ),leafValue( B2_DP2 "mcparamset" 10 ),leafValue( B2_DP2 "mcparamset" 11 ),leafValue( B2_DP2 "mcparamset" 12 ),leafValue( B2_DP2 "mcparamset" 13 ),leafValue( B2_DP2 "mcparamset" 14 ),leafValue( B2_DP2 "mcparamset" 15 ),leafValue( B2_DP2 "mcparamset" 16 ),leafValue( B2_DP2 "mcparamset" 17 ),leafValue( B2_DP2 "mcparamset" 18 ),leafValue( B2_DP2 "mcparamset" 19 ),leafValue( B2_DP2 "mcparamset" 20 ),leafValue( B1_DP3 "mcparamset" 1 ),leafValue( B1_DP3 "mcparamset" 2 ),leafValue( B1_DP3 "mcparamset" 3 ),leafValue( B1_DP3 "mcparamset" 4 ),leafValue( B1_DP3 "mcparamset" 5 ),leafValue( B1_DP3 "mcparamset" 6 ),leafValue( B1_DP3 "mcparamset" 7 ),leafValue( B1_DP3 "mcparamset" 8 ),leafValue( B1_DP3 "mcparamset" 9 ),leafValue( B1_DP3 "mcparamset" 10 ),leafValue( B1_DP3 "mcparamset" 11 ),leafValue( B1_DP3 "mcparamset" 12 ),leafValue( B1_DP3 "mcparamset" 13 ),leafValue( B1_DP3 "mcparamset" 14 ),leafValue( B1_DP3 "mcparamset" 15 ),leafValue( B1_DP3 "mcparamset" 16 ),leafValue( B1_DP3 "mcparamset" 17 ),leafValue( B1_DP3 "mcparamset" 18 ),leafValue( B1_DP3 "mcparamset" 19 ),leafValue( B1_DP3 "mcparamset" 20 ),leafValue( B2_DP3 "mcparamset" 1 ),leafValue( B2_DP3 "mcparamset" 2 ),leafValue( B2_DP3 "mcparamset" 3 ),leafValue( B2_DP3 "mcparamset" 4 ),leafValue( B2_DP3 "mcparamset" 5 ),leafValue( B2_DP3 "mcparamset" 6 ),leafValue( B2_DP3 "mcparamset" 7 ),leafValue( B2_DP3 "mcparamset" 8 ),leafValue( B2_DP3 "mcparamset" 9 ),leafValue( B2_DP3 "mcparamset" 10 ),leafValue( B2_DP3 "mcparamset" 11 ),leafValue( B2_DP3 "mcparamset" 12 ),leafValue( B2_DP3 "mcparamset" 13 ),leafValue( B2_DP3 "mcparamset" 14 ),leafValue( B2_DP3 "mcparamset" 15 ),leafValue( B2_DP3 "mcparamset" 16 ),leafValue( B2_DP3 "mcparamset" 17 ),leafValue( B2_DP3 "mcparamset" 18 ),leafValue( B2_DP3 "mcparamset" 19 ),leafValue( B2_DP3 "mcparamset" 20 )
1.3500000,199.71060E-3,192.78636E-3,202.25215E-3,206.34055E-3,191.01071E-3,204.60952E-3,192.12509E-3,212.19285E-3,199.56557E-3,204.52835E-3,188.43380E-3,191.80143E-3,203.73115E-3,184.44428E-3,202.99065E-3,193.83111E-3,192.42471E-3,201.77245E-3,201.17657E-3,216.37219E-3,200.51337E-3,192.71572E-3,201.90841E-3,205.90831E-3,190.91597E-3,204.88053E-3,193.37211E-3,212.92663E-3,199.59868E-3,203.40063E-3,189.31923E-3,190.23260E-3,204.31455E-3,185.26364E-3,203.52898E-3,192.92282E-3,193.57886E-3,202.51942E-3,199.62071E-3,216.24186E-3,196.70894E-3,188.74146E-3,198.01518E-3,201.27144E-3,187.49982E-3,202.58251E-3,187.87739E-3,208.28160E-3,196.02377E-3,199.65628E-3,185.58947E-3,186.03027E-3,199.11410E-3,180.48782E-3,198.86190E-3,189.46693E-3,188.94790E-3,198.91821E-3,196.27869E-3,211.48397E-3,196.10910E-3,188.59384E-3,197.93511E-3,201.64444E-3,186.90326E-3,201.82695E-3,188.61887E-3,207.79900E-3,195.94534E-3,199.21185E-3,184.92234E-3,186.41015E-3,199.05077E-3,180.67900E-3,198.93792E-3,188.96284E-3,189.77600E-3,197.92681E-3,195.72655E-3,211.69482E-3,200.73832E-3,192.41431E-3,202.23694E-3,206.03236E-3,190.74400E-3,205.03513E-3,192.97628E-3,212.33742E-3,200.28074E-3,204.88701E-3,188.47854E-3,190.63016E-3,202.97616E-3,183.99202E-3,204.11750E-3,193.63320E-3,192.29221E-3,201.97342E-3,200.77535E-3,216.16622E-3,201.57904E-3,193.80702E-3,200.83469E-3,206.17685E-3,191.51207E-3,205.02179E-3,192.58894E-3,212.09277E-3,200.60507E-3,203.96082E-3,189.16828E-3,190.01738E-3,203.45990E-3,183.54473E-3,203.46393E-3,193.82029E-3,192.23057E-3,202.77344E-3,200.53934E-3,215.65691E-3
1.3550000,197.68292E-3,190.86452E-3,200.19968E-3,204.23059E-3,189.12425E-3,202.50984E-3,190.20930E-3,209.99055E-3,197.54044E-3,202.43352E-3,186.58221E-3,189.88846E-3,201.64600E-3,182.65893E-3,200.92929E-3,191.88064E-3,190.52003E-3,199.70551E-3,199.14279E-3,214.10025E-3,198.47269E-3,190.79592E-3,199.86109E-3,203.80463E-3,189.03111E-3,202.77658E-3,191.43560E-3,210.71144E-3,197.57236E-3,201.32508E-3,187.45385E-3,188.34457E-3,202.21971E-3,183.46543E-3,201.45954E-3,190.98697E-3,191.65539E-3,200.44125E-3,197.61232E-3,213.97190E-3,194.66713E-3,186.82355E-3,195.98047E-3,199.17774E-3,185.61129E-3,200.46105E-3,185.96915E-3,206.08407E-3,193.98657E-3,197.58011E-3,183.72796E-3,184.14222E-3,197.04655E-3,178.71142E-3,196.80747E-3,187.52197E-3,187.04120E-3,196.84475E-3,194.26421E-3,209.23280E-3,194.07084E-3,186.67360E-3,195.89945E-3,199.53897E-3,185.02139E-3,199.71499E-3,186.69385E-3,205.60519E-3,193.89948E-3,197.13949E-3,183.06699E-3,184.50500E-3,196.98106E-3,178.89802E-3,196.87873E-3,187.01772E-3,187.85188E-3,195.86838E-3,193.71653E-3,209.43765E-3,198.69487E-3,190.49824E-3,200.18419E-3,203.92726E-3,188.86212E-3,202.92823E-3,191.04702E-3,210.13281E-3,198.24386E-3,202.78768E-3,186.62713E-3,188.73537E-3,200.90331E-3,182.21330E-3,202.03766E-3,191.68524E-3,190.38943E-3,199.90366E-3,198.74887E-3,213.89763E-3,199.52160E-3,191.86896E-3,198.80429E-3,204.06888E-3,189.61645E-3,202.91620E-3,190.66622E-3,209.89280E-3,198.56255E-3,201.87625E-3,187.30547E-3,188.13223E-3,201.37842E-3,181.77345E-3,201.39568E-3,191.87022E-3,190.32896E-3,200.69026E-3,198.51506E-3,213.39633E-3
1.3600000,195.71710E-3,189.00164E-3,198.20973E-3,202.18447E-3,187.29589E-3,200.47426E-3,188.35216E-3,207.85499E-3,195.57697E-3,200.40231E-3,184.78760E-3,188.03400E-3,199.62444E-3,180.92861E-3,198.93061E-3,189.98980E-3,188.67379E-3,197.70196E-3,197.17090E-3,211.89686E-3,196.49424E-3,188.93498E-3,197.87619E-3,201.76461E-3,187.20428E-3,200.73682E-3,189.55838E-3,208.56337E-3,195.60780E-3,199.31257E-3,185.64583E-3,186.51434E-3,200.18874E-3,181.72260E-3,199.45301E-3,189.11030E-3,189.79087E-3,198.42679E-3,195.66509E-3,211.77045E-3,192.68706E-3,184.96402E-3,194.00749E-3,197.14692E-3,183.78055E-3,198.40400E-3,184.11888E-3,203.95278E-3,192.01074E-3,195.56658E-3,181.92336E-3,182.31118E-3,195.04171E-3,176.98946E-3,194.81514E-3,185.63582E-3,185.19254E-3,194.83458E-3,192.31069E-3,207.04924E-3,192.09398E-3,184.81155E-3,193.92553E-3,197.49648E-3,183.19703E-3,197.66708E-3,184.82709E-3,203.47741E-3,191.91467E-3,195.12957E-3,181.26822E-3,182.65667E-3,194.97407E-3,177.17152E-3,194.88173E-3,185.13098E-3,185.98621E-3,193.87274E-3,191.76726E-3,207.24825E-3,196.71372E-3,188.64094E-3,198.19401E-3,201.88588E-3,187.03820E-3,200.88562E-3,189.17677E-3,207.99501E-3,196.26903E-3,200.75209E-3,184.83267E-3,186.89859E-3,198.89367E-3,180.48941E-3,200.02103E-3,189.79679E-3,188.54504E-3,197.89738E-3,196.78405E-3,211.69751E-3,197.52689E-3,189.99029E-3,196.83582E-3,202.02470E-3,187.77920E-3,200.87485E-3,188.80237E-3,207.75953E-3,196.58223E-3,199.85497E-3,185.49996E-3,186.30474E-3,199.36044E-3,180.05679E-3,199.39028E-3,189.97974E-3,188.48570E-3,198.67096E-3,196.55242E-3,211.20397E-3
1.3650000,193.81066E-3,187.19535E-3,196.27978E-3,200.19963E-3,185.52330E-3,198.50021E-3,186.55132E-3,205.78349E-3,193.67271E-3,198.43218E-3,183.04768E-3,186.23571E-3,197.66394E-3,179.25111E-3,196.99211E-3,188.15617E-3,186.88365E-3,195.75925E-3,195.25842E-3,209.75928E-3,194.57551E-3,187.13054E-3,195.95121E-3,199.78573E-3,185.43315E-3,198.75868E-3,187.73805E-3,206.47972E-3,193.70250E-3,197.36058E-3,183.89288E-3,184.73957E-3,198.21909E-3,180.03295E-3,197.50686E-3,187.29043E-3,187.98295E-3,196.47350E-3,193.77659E-3,209.63478E-3,190.76623E-3,183.16051E-3,192.09377E-3,195.17644E-3,182.00527E-3,196.40875E-3,182.32424E-3,201.88505E-3,190.09377E-3,193.61317E-3,180.17335E-3,180.53483E-3,193.09705E-3,175.31975E-3,192.88243E-3,183.80610E-3,183.39960E-3,192.88512E-3,190.41570E-3,204.93059E-3,190.17602E-3,183.00533E-3,192.01088E-3,195.51444E-3,181.42787E-3,195.68064E-3,183.01623E-3,201.41301E-3,189.98839E-3,193.17957E-3,179.52374E-3,180.86279E-3,193.02727E-3,175.49732E-3,192.94441E-3,183.30019E-3,184.17661E-3,191.93737E-3,189.87628E-3,205.12389E-3,194.79237E-3,186.84006E-3,196.26389E-3,199.90567E-3,185.26990E-3,198.90472E-3,187.36318E-3,205.92137E-3,194.35376E-3,198.77766E-3,183.09290E-3,185.11747E-3,196.94470E-3,178.81815E-3,198.06509E-3,187.96548E-3,186.75669E-3,195.95203E-3,194.87845E-3,209.56313E-3,195.59238E-3,188.16862E-3,194.92679E-3,200.04175E-3,185.99799E-3,198.89516E-3,186.99505E-3,205.69028E-3,194.66161E-3,197.89446E-3,183.74944E-3,184.53263E-3,197.40342E-3,178.39256E-3,197.44522E-3,188.14647E-3,186.69843E-3,196.71297E-3,194.64894E-3,209.07711E-3
1.3700000,191.96124E-3,185.44342E-3,194.40746E-3,198.27366E-3,183.80427E-3,196.58525E-3,184.80455E-3,203.77353E-3,191.82530E-3,196.52070E-3,181.36029E-3,184.49137E-3,195.76206E-3,177.62431E-3,195.11141E-3,186.37749E-3,185.14738E-3,193.87497E-3,193.40301E-3,207.68491E-3,192.71415E-3,185.38037E-3,194.08379E-3,197.86558E-3,183.71552E-3,196.83972E-3,185.97238E-3,204.45795E-3,191.85414E-3,195.46671E-3,182.19281E-3,183.01809E-3,196.30832E-3,178.39435E-3,195.61871E-3,185.52512E-3,186.22938E-3,194.57893E-3,191.94449E-3,207.56228E-3,188.90229E-3,181.41077E-3,190.23695E-3,193.26392E-3,180.28325E-3,194.47285E-3,180.58300E-3,199.87836E-3,188.23330E-3,191.71749E-3,178.47575E-3,178.81096E-3,191.21019E-3,173.70019E-3,191.00696E-3,182.03053E-3,181.66014E-3,190.99396E-3,188.57689E-3,202.87427E-3,188.31460E-3,181.25268E-3,190.15315E-3,193.59041E-3,179.71170E-3,193.75322E-3,181.25902E-3,199.40945E-3,188.11826E-3,191.28709E-3,177.83138E-3,179.12112E-3,191.13827E-3,173.87331E-3,191.06441E-3,181.52307E-3,182.42085E-3,190.05984E-3,188.04129E-3,203.06201E-3,192.92845E-3,185.09335E-3,194.39146E-3,197.98423E-3,183.55503E-3,196.98307E-3,185.60399E-3,203.90933E-3,192.49569E-3,196.86199E-3,181.40563E-3,183.38983E-3,195.05401E-3,177.19742E-3,196.16742E-3,186.18903E-3,185.02216E-3,194.06518E-3,193.02971E-3,207.49188E-3,193.71568E-3,186.40170E-3,193.07487E-3,198.11763E-3,184.27057E-3,196.97468E-3,185.24200E-3,203.68252E-3,192.79832E-3,195.99231E-3,182.05172E-3,182.81369E-3,195.50494E-3,176.77867E-3,195.55811E-3,186.36815E-3,184.96495E-3,194.81383E-3,192.80231E-3,207.01317E-3
1.3750000,190.16662E-3,183.74371E-3,192.59051E-3,196.40428E-3,182.13669E-3,194.72705E-3,183.10972E-3,201.82271E-3,190.03252E-3,194.66560E-3,179.72336E-3,182.79886E-3,193.91652E-3,176.04624E-3,193.28626E-3,184.65162E-3,183.46288E-3,192.04680E-3,191.60243E-3,205.67128E-3,190.90790E-3,183.68233E-3,192.27167E-3,196.00185E-3,182.04928E-3,194.97762E-3,184.25921E-3,202.49564E-3,190.06047E-3,193.62868E-3,180.54355E-3,181.34780E-3,194.45412E-3,176.80481E-3,193.78630E-3,183.81222E-3,184.52805E-3,192.74077E-3,190.16659E-3,205.55049E-3,187.09297E-3,179.71268E-3,188.43481E-3,191.40707E-3,178.61237E-3,192.59396E-3,178.89306E-3,197.93032E-3,186.42710E-3,189.87726E-3,176.82851E-3,177.13746E-3,189.37884E-3,172.12882E-3,189.18650E-3,180.30696E-3,179.97206E-3,189.15879E-3,186.79208E-3,200.87784E-3,186.50746E-3,179.55145E-3,188.35010E-3,191.72211E-3,178.04642E-3,191.88249E-3,179.55331E-3,197.46435E-3,186.30199E-3,189.44986E-3,176.18906E-3,177.42950E-3,189.30479E-3,172.29751E-3,189.23946E-3,179.79745E-3,180.71678E-3,188.23787E-3,186.26008E-3,201.06013E-3,191.11971E-3,183.39868E-3,192.57446E-3,196.11927E-3,181.89148E-3,195.11837E-3,183.89707E-3,201.95650E-3,190.69259E-3,195.00278E-3,179.76882E-3,181.71355E-3,193.21930E-3,175.62524E-3,194.32577E-3,184.46530E-3,183.33935E-3,192.23454E-3,191.23562E-3,205.48129E-3,191.89453E-3,184.68737E-3,191.27780E-3,196.25004E-3,182.59486E-3,195.11110E-3,183.54109E-3,201.73386E-3,190.99013E-3,194.14624E-3,180.40475E-3,181.14584E-3,193.66270E-3,175.21315E-3,193.72671E-3,184.64261E-3,183.28313E-3,192.97124E-3,191.01029E-3,205.00967E-3
1.3800000,188.42466E-3,182.09418E-3,190.82680E-3,194.58929E-3,180.51858E-3,192.92342E-3,181.46483E-3,199.92873E-3,188.29226E-3,192.86468E-3,178.13493E-3,181.15618E-3,192.12514E-3,174.51500E-3,191.51451E-3,182.97650E-3,181.82813E-3,190.27258E-3,189.85458E-3,203.71604E-3,189.15463E-3,182.03440E-3,190.51270E-3,194.19240E-3,180.43245E-3,193.17017E-3,182.59650E-3,200.59050E-3,188.31938E-3,191.84436E-3,178.94313E-3,179.72672E-3,192.65431E-3,175.26241E-3,192.00747E-3,182.14971E-3,182.87691E-3,190.95684E-3,188.44080E-3,203.59707E-3,185.33615E-3,178.06420E-3,186.68523E-3,189.60374E-3,176.99065E-3,190.76985E-3,177.25239E-3,196.03865E-3,184.67302E-3,188.09034E-3,175.22965E-3,175.51235E-3,187.60084E-3,170.60375E-3,187.41890E-3,178.63333E-3,178.33334E-3,187.37743E-3,185.05915E-3,198.93898E-3,184.75244E-3,177.89962E-3,186.59961E-3,189.90735E-3,176.43006E-3,190.06623E-3,177.89708E-3,195.57542E-3,184.53741E-3,187.66573E-3,174.59483E-3,175.78588E-3,187.52465E-3,170.76804E-3,187.46743E-3,178.12124E-3,179.06238E-3,186.46928E-3,184.53054E-3,199.11593E-3,189.36401E-3,181.75405E-3,190.81074E-3,194.30861E-3,180.27727E-3,193.30839E-3,182.24040E-3,200.06059E-3,188.94232E-3,193.19785E-3,178.18050E-3,180.08666E-3,191.43842E-3,174.09972E-3,192.53797E-3,182.79224E-3,181.70624E-3,190.45790E-3,189.49407E-3,203.52904E-3,190.12677E-3,183.02359E-3,189.53348E-3,194.43681E-3,180.96883E-3,193.30220E-3,181.89032E-3,199.84201E-3,189.23491E-3,192.35408E-3,178.80655E-3,179.52710E-3,191.87452E-3,173.69411E-3,191.94885E-3,182.96781E-3,181.65099E-3,191.18300E-3,189.27078E-3,203.06430E-3
1.3850000,186.73335E-3,180.49293E-3,189.11429E-3,192.82663E-3,178.94802E-3,191.17226E-3,179.86796E-3,198.08944E-3,186.60251E-3,191.11588E-3,176.59315E-3,179.56141E-3,190.38583E-3,173.02878E-3,189.79413E-3,181.35018E-3,180.24123E-3,188.55021E-3,188.15743E-3,201.81697E-3,187.45230E-3,180.43466E-3,188.80486E-3,192.43513E-3,178.86312E-3,191.41528E-3,180.98233E-3,198.74034E-3,186.62886E-3,190.11167E-3,177.38966E-3,178.15297E-3,190.90680E-3,173.76535E-3,190.28019E-3,180.53565E-3,181.27405E-3,189.22504E-3,186.76513E-3,201.69978E-3,183.62978E-3,176.46341E-3,184.98618E-3,187.85185E-3,175.41619E-3,188.99841E-3,175.65910E-3,194.20118E-3,182.96903E-3,186.35467E-3,173.67730E-3,173.93372E-3,185.87414E-3,169.12319E-3,185.70215E-3,177.00770E-3,176.74209E-3,185.64779E-3,183.37613E-3,197.05548E-3,183.04751E-3,176.29524E-3,184.89966E-3,188.14404E-3,174.86071E-3,188.30235E-3,176.28839E-3,193.74051E-3,182.82247E-3,185.93265E-3,173.04681E-3,174.18830E-3,185.79581E-3,169.28310E-3,185.74629E-3,176.49249E-3,177.45571E-3,184.75202E-3,182.85069E-3,197.22720E-3,187.65932E-3,180.15753E-3,189.09827E-3,192.55018E-3,178.71050E-3,191.55103E-3,180.63204E-3,198.21942E-3,187.24287E-3,191.44513E-3,176.63881E-3,178.50727E-3,189.70929E-3,172.61907E-3,190.80196E-3,181.16791E-3,180.12095E-3,188.73321E-3,187.80306E-3,201.63289E-3,188.41036E-3,181.40843E-3,187.83988E-3,192.67587E-3,179.39059E-3,191.54590E-3,180.28774E-3,198.00481E-3,187.53061E-3,190.61378E-3,177.25525E-3,177.95559E-3,190.13834E-3,172.21977E-3,190.22249E-3,181.34181E-3,180.06662E-3,189.44702E-3,187.58177E-3,201.17483E-3
1.3900000,185.09077E-3,178.93811E-3,187.45104E-3,191.11434E-3,177.42323E-3,189.47159E-3,178.31729E-3,196.30276E-3,184.96136E-3,189.41723E-3,175.09624E-3,178.01275E-3,188.69663E-3,171.58588E-3,188.12318E-3,179.77082E-3,178.70037E-3,186.87775E-3,186.50908E-3,199.97194E-3,185.79899E-3,178.88128E-3,187.14621E-3,190.72810E-3,177.33950E-3,189.71095E-3,179.41486E-3,196.94310E-3,184.98700E-3,188.42867E-3,175.88138E-3,176.62475E-3,189.20962E-3,172.31190E-3,188.60250E-3,178.96820E-3,179.71765E-3,187.54339E-3,185.13769E-3,199.85651E-3,181.97193E-3,174.90848E-3,183.33575E-3,186.14947E-3,173.88719E-3,187.27765E-3,174.11137E-3,192.41587E-3,181.31320E-3,184.66830E-3,172.16968E-3,172.39976E-3,184.19679E-3,167.68543E-3,184.03430E-3,175.42821E-3,175.19648E-3,183.96790E-3,181.74111E-3,195.22523E-3,181.39073E-3,174.73647E-3,183.24832E-3,186.43022E-3,173.33658E-3,186.58884E-3,174.72539E-3,191.95754E-3,181.15519E-3,184.24866E-3,171.54323E-3,172.63490E-3,184.11629E-3,167.84099E-3,184.07408E-3,174.90929E-3,175.89495E-3,183.08412E-3,181.21864E-3,195.39182E-3,186.00370E-3,178.60730E-3,187.43510E-3,190.84202E-3,177.18937E-3,189.84431E-3,179.07018E-3,196.43094E-3,185.59230E-3,189.74263E-3,175.14198E-3,176.97357E-3,188.02997E-3,171.18159E-3,189.11579E-3,179.59046E-3,178.58164E-3,187.05848E-3,186.16068E-3,199.79072E-3,186.74336E-3,179.84003E-3,186.19508E-3,190.96525E-3,177.85832E-3,189.84019E-3,178.73155E-3,196.22018E-3,185.87533E-3,188.92336E-3,175.74908E-3,176.42953E-3,188.45219E-3,170.78843E-3,188.54570E-3,179.76275E-3,178.52821E-3,187.76131E-3,185.94136E-3,199.33916E-3
1.3950000,183.49509E-3,177.42798E-3,185.83521E-3,189.45052E-3,175.94247E-3,187.81950E-3,176.81108E-3,194.56673E-3,183.36698E-3,187.76685E-3,173.64252E-3,176.50847E-3,187.05566E-3,170.18467E-3,186.49980E-3,178.23666E-3,177.20383E-3,185.25329E-3,184.90770E-3,198.17895E-3,184.19286E-3,177.37252E-3,185.53492E-3,189.06943E-3,175.85987E-3,188.05529E-3,177.89232E-3,195.19678E-3,183.39197E-3,186.79351E-3,174.41659E-3,175.14036E-3,187.56086E-3,170.90042E-3,186.97256E-3,177.44563E-3,178.20595E-3,185.91001E-3,183.55668E-3,198.06524E-3,180.36077E-3,173.39766E-3,181.73211E-3,184.49471E-3,172.40193E-3,185.60564E-3,172.60746E-3,190.68073E-3,179.70368E-3,183.02937E-3,170.70510E-3,170.90873E-3,182.56693E-3,166.28887E-3,182.41353E-3,173.89308E-3,173.69479E-3,182.33588E-3,180.15228E-3,193.44625E-3,179.78023E-3,173.22155E-3,181.64378E-3,184.76398E-3,171.85597E-3,184.92380E-3,173.20634E-3,190.22457E-3,179.53369E-3,182.61190E-3,170.08240E-3,171.12389E-3,182.48424E-3,166.44007E-3,182.44898E-3,173.36985E-3,174.37833E-3,181.46371E-3,179.63257E-3,193.60779E-3,184.39531E-3,177.10161E-3,185.81940E-3,189.18226E-3,175.71218E-3,188.18633E-3,177.55306E-3,194.69317E-3,183.98880E-3,188.08850E-3,173.68834E-3,175.48384E-3,186.39858E-3,169.78564E-3,187.47759E-3,178.05813E-3,177.08661E-3,185.43183E-3,184.56510E-3,198.00052E-3,185.12390E-3,178.31666E-3,184.59726E-3,189.30307E-3,176.37029E-3,188.18318E-3,177.21999E-3,194.48617E-3,184.26721E-3,187.28098E-3,174.28633E-3,174.94720E-3,186.81419E-3,169.39847E-3,186.91661E-3,178.22888E-3,177.03403E-3,186.12397E-3,184.34773E-3,197.55526E-3
1.4000000,181.94456E-3,175.96088E-3,184.26505E-3,187.83340E-3,174.50413E-3,186.21421E-3,175.34769E-3,192.87948E-3,181.81765E-3,186.16295E-3,172.23037E-3,175.04691E-3,185.46113E-3,168.82359E-3,184.92224E-3,176.74601E-3,175.74995E-3,183.67507E-3,183.35156E-3,196.43606E-3,182.63215E-3,175.90673E-3,183.96921E-3,187.45734E-3,174.42260E-3,186.44648E-3,176.41305E-3,193.49952E-3,181.84203E-3,185.20441E-3,172.99366E-3,173.69816E-3,185.95875E-3,169.52934E-3,185.38860E-3,175.96625E-3,176.73730E-3,184.32310E-3,182.02038E-3,196.32405E-3,178.79453E-3,171.92928E-3,180.17352E-3,182.88580E-3,170.95878E-3,183.98057E-3,171.14573E-3,188.99392E-3,178.13872E-3,181.43611E-3,169.28195E-3,169.45898E-3,180.98278E-3,164.93194E-3,180.83808E-3,172.40063E-3,172.23538E-3,180.74994E-3,178.60794E-3,191.71664E-3,178.21426E-3,171.74880E-3,180.08429E-3,183.14353E-3,170.41723E-3,183.30541E-3,171.72956E-3,188.53971E-3,177.95617E-3,181.02060E-3,168.66269E-3,169.65356E-3,180.89789E-3,165.07881E-3,180.86921E-3,171.87244E-3,172.90419E-3,179.88900E-3,178.09078E-3,191.87320E-3,182.83241E-3,175.63881E-3,184.24940E-3,187.56911E-3,174.27728E-3,186.57527E-3,176.07902E-3,193.00423E-3,182.43061E-3,186.48092E-3,172.27626E-3,174.03647E-3,184.81335E-3,168.42969E-3,185.88560E-3,176.56925E-3,175.63420E-3,183.85147E-3,183.01461E-3,196.26037E-3,183.55023E-3,176.83662E-3,183.04467E-3,187.68756E-3,174.92487E-3,186.57306E-3,175.75141E-3,192.80090E-3,182.70452E-3,185.68485E-3,172.86539E-3,173.50699E-3,185.22256E-3,168.04835E-3,185.33347E-3,176.73852E-3,175.58244E-3,184.53321E-3,182.79914E-3,195.82125E-3
